unit,section,tube_number,year,inspected_at,initial_thickness,measured_thickness,min_allowable,operating_temp,operating_pressure,creep_pct,status
UNIT 3A,Low Temperature Superheater,164,2023,2023-06-15,5.6,5.4,3.2,454,146.9,12.98,Safe
UNIT 3A,Low Temperature Superheater,164,2024,2024-06-15,5.6,5.34,3.2,454,146.9,15.59,Safe
UNIT 3A,Low Temperature Superheater,164,2025,2025-06-15,5.6,5.28,3.2,454,146.9,18.52,Safe
UNIT 3A,Low Temperature Superheater,165,2021,2021-06-15,5.6,5.15,3.2,470,149,27.61,Safe
UNIT 3A,Low Temperature Superheater,165,2022,2022-06-15,5.6,4.99,3.2,470,149,38.55,Safe
UNIT 3A,Low Temperature Superheater,165,2023,2023-06-15,5.6,4.73,3.2,470,149,49.99,Watch
UNIT 3A,Low Temperature Superheater,165,2024,2024-06-15,5.6,4.76,3.2,470,149,60.09,Watch
UNIT 3A,Low Temperature Superheater,165,2025,2025-06-15,5.6,4.46,3.2,470,149,70.61,Watch
UNIT 3A,Low Temperature Superheater,166,2021,2021-06-15,5.6,5.56,3.2,452,153,2.3,Safe
UNIT 3A,Low Temperature Superheater,166,2022,2022-06-15,5.6,5.55,3.2,452,153,3.28,Safe
UNIT 3A,Low Temperature Superheater,166,2023,2023-06-15,5.6,5.53,3.2,452,153,4.26,Safe
UNIT 3A,Low Temperature Superheater,166,2024,2024-06-15,5.6,5.52,3.2,452,153,5.27,Safe
UNIT 3A,Low Temperature Superheater,166,2025,2025-06-15,5.6,5.5,3.2,452,153,6.22,Safe
UNIT 3A,Low Temperature Superheater,167,2021,2021-06-15,5.6,5.56,3.2,458,154.3,2.69,Safe
UNIT 3A,Low Temperature Superheater,167,2022,2022-06-15,5.6,5.53,3.2,458,154.3,4.37,Safe
UNIT 3A,Low Temperature Superheater,167,2023,2023-06-15,5.6,5.51,3.2,458,154.3,6.19,Safe
UNIT 3A,Low Temperature Superheater,167,2024,2024-06-15,5.6,5.47,3.2,458,154.3,7.79,Safe
UNIT 3A,Low Temperature Superheater,167,2025,2025-06-15,5.6,5.45,3.2,458,154.3,9.25,Safe
UNIT 3A,Low Temperature Superheater,168,2021,2021-06-15,5.6,5.6,3.2,444,152.6,0.08,Safe
UNIT 3A,Low Temperature Superheater,168,2022,2022-06-15,5.6,5.56,3.2,444,152.6,2.52,Safe
UNIT 3A,Low Temperature Superheater,168,2023,2023-06-15,5.6,5.52,3.2,444,152.6,4.65,Safe
UNIT 3A,Low Temperature Superheater,168,2024,2024-06-15,5.6,5.48,3.2,444,152.6,7,Safe
UNIT 3A,Low Temperature Superheater,168,2025,2025-06-15,5.6,5.45,3.2,444,152.6,9.21,Safe
UNIT 3A,Low Temperature Superheater,169,2021,2021-06-15,5.6,5.55,3.2,455,149.1,3.13,Safe
UNIT 3A,Low Temperature Superheater,169,2022,2022-06-15,5.6,5.54,3.2,455,149.1,4.11,Safe
UNIT 3A,Low Temperature Superheater,169,2023,2023-06-15,5.6,5.52,3.2,455,149.1,5.04,Safe
UNIT 3A,Low Temperature Superheater,169,2024,2024-06-15,5.6,5.52,3.2,455,149.1,5.81,Safe
UNIT 3A,Low Temperature Superheater,169,2025,2025-06-15,5.6,5.49,3.2,455,149.1,6.67,Safe
UNIT 3A,Low Temperature Superheater,170,2021,2021-06-15,5.6,5.16,3.2,437,150,28.31,Safe
UNIT 3A,Low Temperature Superheater,170,2022,2022-06-15,5.6,4.99,3.2,437,150,38.93,Safe
UNIT 3A,Low Temperature Superheater,170,2023,2023-06-15,5.6,4.89,3.2,437,150,49.19,Watch
UNIT 3A,Low Temperature Superheater,170,2024,2024-06-15,5.6,4.53,3.2,437,150,59.36,Watch
UNIT 3A,Low Temperature Superheater,170,2025,2025-06-15,5.6,4.58,3.2,437,150,69.81,Watch
UNIT 3A,Low Temperature Superheater,171,2021,2021-06-15,5.6,5.28,3.2,457,146.2,24.11,Safe
UNIT 3A,Low Temperature Superheater,171,2022,2022-06-15,5.6,5.16,3.2,457,146.2,32.57,Safe
UNIT 3A,Low Temperature Superheater,171,2023,2023-06-15,5.6,4.88,3.2,457,146.2,41.58,Watch
UNIT 3A,Low Temperature Superheater,171,2024,2024-06-15,5.6,4.73,3.2,457,146.2,51.45,Watch
UNIT 3A,Low Temperature Superheater,171,2025,2025-06-15,5.6,4.68,3.2,457,146.2,61.51,Watch
UNIT 3A,Low Temperature Superheater,172,2021,2021-06-15,5.6,5.52,3.2,457,150.8,4.79,Safe
UNIT 3A,Low Temperature Superheater,172,2022,2022-06-15,5.6,5.52,3.2,457,150.8,5.91,Safe
UNIT 3A,Low Temperature Superheater,172,2023,2023-06-15,5.6,5.5,3.2,457,150.8,7.04,Safe
UNIT 3A,Low Temperature Superheater,172,2024,2024-06-15,5.6,5.48,3.2,457,150.8,8.21,Safe
UNIT 3A,Low Temperature Superheater,172,2025,2025-06-15,5.6,5.46,3.2,457,150.8,9.26,Safe
UNIT 3A,Low Temperature Superheater,173,2021,2021-06-15,5.6,5.18,3.2,435,144.7,26.84,Safe
UNIT 3A,Low Temperature Superheater,173,2022,2022-06-15,5.6,5.06,3.2,435,144.7,34.87,Safe
UNIT 3A,Low Temperature Superheater,173,2023,2023-06-15,5.6,4.94,3.2,435,144.7,42.83,Watch
UNIT 3A,Low Temperature Superheater,173,2024,2024-06-15,5.6,4.9,3.2,435,144.7,49.94,Watch
UNIT 3A,Low Temperature Superheater,173,2025,2025-06-15,5.6,4.69,3.2,435,144.7,56.37,Watch
UNIT 3A,Low Temperature Superheater,174,2021,2021-06-15,5.6,5.17,3.2,467,146.4,24.31,Safe
UNIT 3A,Low Temperature Superheater,174,2022,2022-06-15,5.6,5.04,3.2,467,146.4,35.65,Safe
UNIT 3A,Low Temperature Superheater,174,2023,2023-06-15,5.6,4.97,3.2,467,146.4,45.11,Watch
UNIT 3A,Low Temperature Superheater,174,2024,2024-06-15,5.6,4.68,3.2,467,146.4,54.56,Watch
UNIT 3A,Low Temperature Superheater,174,2025,2025-06-15,5.6,4.54,3.2,467,146.4,64.17,Watch
UNIT 3A,Low Temperature Superheater,175,2021,2021-06-15,5.6,4.92,3.2,451,148.5,37.63,Safe
UNIT 3A,Low Temperature Superheater,175,2022,2022-06-15,5.6,4.75,3.2,451,148.5,51.46,Watch
UNIT 3A,Low Temperature Superheater,175,2023,2023-06-15,5.6,4.5,3.2,451,148.5,62.53,Watch
UNIT 3A,Low Temperature Superheater,175,2024,2024-06-15,5.6,4.27,3.2,451,148.5,76.34,Watch
UNIT 3A,Low Temperature Superheater,175,2025,2025-06-15,5.6,4.36,3.2,451,148.5,88.61,Critical
UNIT 3A,Low Temperature Superheater,176,2021,2021-06-15,5.6,5.23,3.2,450,148.4,24.69,Safe
UNIT 3A,Low Temperature Superheater,176,2022,2022-06-15,5.6,5.06,3.2,450,148.4,33.02,Safe
UNIT 3A,Low Temperature Superheater,176,2023,2023-06-15,5.6,5.05,3.2,450,148.4,40.92,Watch
UNIT 3A,Low Temperature Superheater,176,2024,2024-06-15,5.6,4.84,3.2,450,148.4,49.83,Watch
UNIT 3A,Low Temperature Superheater,176,2025,2025-06-15,5.6,4.71,3.2,450,148.4,57.58,Watch
UNIT 3A,Low Temperature Superheater,177,2021,2021-06-15,5.6,5.49,3.2,445,155,6.99,Safe
UNIT 3A,Low Temperature Superheater,177,2022,2022-06-15,5.6,5.48,3.2,445,155,7.71,Safe
UNIT 3A,Low Temperature Superheater,177,2023,2023-06-15,5.6,5.45,3.2,445,155,8.5,Safe
UNIT 3A,Low Temperature Superheater,177,2024,2024-06-15,5.6,5.45,3.2,445,155,9.39,Safe
UNIT 3A,Low Temperature Superheater,177,2025,2025-06-15,5.6,5.42,3.2,445,155,10.21,Safe
UNIT 3A,Low Temperature Superheater,178,2021,2021-06-15,5.6,5.56,3.2,434,150.6,2.6,Safe
UNIT 3A,Low Temperature Superheater,178,2022,2022-06-15,5.6,5.53,3.2,434,150.6,4.45,Safe
UNIT 3A,Low Temperature Superheater,178,2023,2023-06-15,5.6,5.5,3.2,434,150.6,6.16,Safe
UNIT 3A,Low Temperature Superheater,178,2024,2024-06-15,5.6,5.48,3.2,434,150.6,7.97,Safe
UNIT 3A,Low Temperature Superheater,178,2025,2025-06-15,5.6,5.45,3.2,434,150.6,9.82,Safe
UNIT 3A,Low Temperature Superheater,179,2021,2021-06-15,5.6,5.56,3.2,453,143.1,2.74,Safe
UNIT 3A,Low Temperature Superheater,179,2022,2022-06-15,5.6,5.51,3.2,453,143.1,5.45,Safe
UNIT 3A,Low Temperature Superheater,179,2023,2023-06-15,5.6,5.47,3.2,453,143.1,7.59,Safe
UNIT 3A,Low Temperature Superheater,179,2024,2024-06-15,5.6,5.42,3.2,453,143.1,10.04,Safe
UNIT 3A,Low Temperature Superheater,179,2025,2025-06-15,5.6,5.38,3.2,453,143.1,12.74,Safe
UNIT 3A,Low Temperature Superheater,180,2021,2021-06-15,5.6,5.57,3.2,458,145.8,1.82,Safe
UNIT 3A,Low Temperature Superheater,180,2022,2022-06-15,5.6,5.53,3.2,458,145.8,3.78,Safe
UNIT 3A,Low Temperature Superheater,180,2023,2023-06-15,5.6,5.5,3.2,458,145.8,5.77,Safe
UNIT 3A,Low Temperature Superheater,180,2024,2024-06-15,5.6,5.46,3.2,458,145.8,7.94,Safe
UNIT 3A,Low Temperature Superheater,180,2025,2025-06-15,5.6,5.44,3.2,458,145.8,10.43,Safe
UNIT 3A,Low Temperature Superheater,181,2021,2021-06-15,5.6,5.14,3.2,434,140.4,29.84,Safe
UNIT 3A,Low Temperature Superheater,181,2022,2022-06-15,5.6,4.94,3.2,434,140.4,38.58,Safe
UNIT 3A,Low Temperature Superheater,181,2023,2023-06-15,5.6,4.76,3.2,434,140.4,47.59,Watch
UNIT 3A,Low Temperature Superheater,181,2024,2024-06-15,5.6,4.57,3.2,434,140.4,58.67,Watch
UNIT 3A,Low Temperature Superheater,181,2025,2025-06-15,5.6,4.61,3.2,434,140.4,68.66,Watch
UNIT 3A,Low Temperature Superheater,182,2021,2021-06-15,5.6,5.55,3.2,442,140.9,3.02,Safe
UNIT 3A,Low Temperature Superheater,182,2022,2022-06-15,5.6,5.51,3.2,442,140.9,6.27,Safe
UNIT 3A,Low Temperature Superheater,182,2023,2023-06-15,5.6,5.48,3.2,442,140.9,9.42,Safe
UNIT 3A,Low Temperature Superheater,182,2024,2024-06-15,5.6,5.41,3.2,442,140.9,12.42,Safe
UNIT 3A,Low Temperature Superheater,182,2025,2025-06-15,5.6,5.38,3.2,442,140.9,15.26,Safe
UNIT 3A,Low Temperature Superheater,183,2021,2021-06-15,5.6,5.54,3.2,441,150.7,3.73,Safe
UNIT 3A,Low Temperature Superheater,183,2022,2022-06-15,5.6,5.53,3.2,441,150.7,4.97,Safe
UNIT 3A,Low Temperature Superheater,183,2023,2023-06-15,5.6,5.49,3.2,441,150.7,6.45,Safe
UNIT 3A,Low Temperature Superheater,183,2024,2024-06-15,5.6,5.46,3.2,441,150.7,7.99,Safe
UNIT 3A,Low Temperature Superheater,183,2025,2025-06-15,5.6,5.44,3.2,441,150.7,9.39,Safe
UNIT 3A,Low Temperature Superheater,184,2021,2021-06-15,5.6,5.5,3.2,453,146.2,6.37,Safe
UNIT 3A,Low Temperature Superheater,184,2022,2022-06-15,5.6,5.46,3.2,453,146.2,9.09,Safe
UNIT 3A,Low Temperature Superheater,184,2023,2023-06-15,5.6,5.4,3.2,453,146.2,12.27,Safe
UNIT 3A,Low Temperature Superheater,184,2024,2024-06-15,5.6,5.35,3.2,453,146.2,14.96,Safe
UNIT 3A,Low Temperature Superheater,184,2025,2025-06-15,5.6,5.32,3.2,453,146.2,17.75,Safe
UNIT 3A,Low Temperature Superheater,185,2021,2021-06-15,5.6,5.5,3.2,430,145.9,5.85,Safe
UNIT 3A,Low Temperature Superheater,185,2022,2022-06-15,5.6,5.48,3.2,430,145.9,8.07,Safe
UNIT 3A,Low Temperature Superheater,185,2023,2023-06-15,5.6,5.43,3.2,430,145.9,10.53,Safe
UNIT 3A,Low Temperature Superheater,185,2024,2024-06-15,5.6,5.41,3.2,430,145.9,13.23,Safe
UNIT 3A,Low Temperature Superheater,185,2025,2025-06-15,5.6,5.37,3.2,430,145.9,15.89,Safe
UNIT 3A,Low Temperature Superheater,186,2021,2021-06-15,5.6,5.5,3.2,460,152.2,6.9,Safe
UNIT 3A,Low Temperature Superheater,186,2022,2022-06-15,5.6,5.43,3.2,460,152.2,9.65,Safe
UNIT 3A,Low Temperature Superheater,186,2023,2023-06-15,5.6,5.44,3.2,460,152.2,11.99,Safe
UNIT 3A,Low Temperature Superheater,186,2024,2024-06-15,5.6,5.35,3.2,460,152.2,14.24,Safe
UNIT 3A,Low Temperature Superheater,186,2025,2025-06-15,5.6,5.31,3.2,460,152.2,16.95,Safe
UNIT 3A,Low Temperature Superheater,187,2021,2021-06-15,5.6,5.26,3.2,439,141.6,24.52,Safe
UNIT 3A,Low Temperature Superheater,187,2022,2022-06-15,5.6,5.06,3.2,439,141.6,32.33,Safe
UNIT 3A,Low Temperature Superheater,187,2023,2023-06-15,5.6,4.98,3.2,439,141.6,40.6,Watch
UNIT 3A,Low Temperature Superheater,187,2024,2024-06-15,5.6,4.72,3.2,439,141.6,49.42,Watch
UNIT 3A,Low Temperature Superheater,187,2025,2025-06-15,5.6,4.64,3.2,439,141.6,58.65,Watch
UNIT 3A,Low Temperature Superheater,188,2021,2021-06-15,5.6,5.54,3.2,435,148.5,3.97,Safe
UNIT 3A,Low Temperature Superheater,188,2022,2022-06-15,5.6,5.51,3.2,435,148.5,6.22,Safe
UNIT 3A,Low Temperature Superheater,188,2023,2023-06-15,5.6,5.47,3.2,435,148.5,8.43,Safe
UNIT 3A,Low Temperature Superheater,188,2024,2024-06-15,5.6,5.43,3.2,435,148.5,10.81,Safe
UNIT 3A,Low Temperature Superheater,188,2025,2025-06-15,5.6,5.41,3.2,435,148.5,12.85,Safe
UNIT 3A,Low Temperature Superheater,189,2021,2021-06-15,5.6,5.6,3.2,432,147.5,0.06,Safe
UNIT 3A,Low Temperature Superheater,189,2022,2022-06-15,5.6,5.57,3.2,432,147.5,1.59,Safe
UNIT 3A,Low Temperature Superheater,189,2023,2023-06-15,5.6,5.55,3.2,432,147.5,3.33,Safe
UNIT 3A,Low Temperature Superheater,189,2024,2024-06-15,5.6,5.53,3.2,432,147.5,4.64,Safe
UNIT 3A,Low Temperature Superheater,189,2025,2025-06-15,5.6,5.51,3.2,432,147.5,6.31,Safe
UNIT 3A,Low Temperature Superheater,190,2021,2021-06-15,5.6,5.57,3.2,433,153.6,1.93,Safe
UNIT 3A,Low Temperature Superheater,190,2022,2022-06-15,5.6,5.56,3.2,433,153.6,3.05,Safe
UNIT 3A,Low Temperature Superheater,190,2023,2023-06-15,5.6,5.54,3.2,433,153.6,4.13,Safe
UNIT 3A,Low Temperature Superheater,190,2024,2024-06-15,5.6,5.52,3.2,433,153.6,5.1,Safe
UNIT 3A,Low Temperature Superheater,190,2025,2025-06-15,5.6,5.5,3.2,433,153.6,6.24,Safe
UNIT 3A,Low Temperature Superheater,191,2021,2021-06-15,5.6,5.26,3.2,451,140.4,20.76,Safe
UNIT 3A,Low Temperature Superheater,191,2022,2022-06-15,5.6,5.16,3.2,451,140.4,28.32,Safe
UNIT 3A,Low Temperature Superheater,191,2023,2023-06-15,5.6,5.06,3.2,451,140.4,35.9,Safe
UNIT 3A,Low Temperature Superheater,191,2024,2024-06-15,5.6,4.88,3.2,451,140.4,44.13,Watch
UNIT 3A,Low Temperature Superheater,191,2025,2025-06-15,5.6,4.81,3.2,451,140.4,53.31,Watch
UNIT 3A,Low Temperature Superheater,192,2021,2021-06-15,5.6,5.48,3.2,465,154.4,6.92,Safe
UNIT 3A,Low Temperature Superheater,192,2022,2022-06-15,5.6,5.46,3.2,465,154.4,8.39,Safe
UNIT 3A,Low Temperature Superheater,192,2023,2023-06-15,5.6,5.44,3.2,465,154.4,9.82,Safe
UNIT 3A,Low Temperature Superheater,192,2024,2024-06-15,5.6,5.43,3.2,465,154.4,11.46,Safe
UNIT 3A,Low Temperature Superheater,192,2025,2025-06-15,5.6,5.4,3.2,465,154.4,13.03,Safe
UNIT 3A,Low Temperature Superheater,193,2021,2021-06-15,5.6,4.93,3.2,446,152.6,44.68,Watch
UNIT 3A,Low Temperature Superheater,193,2022,2022-06-15,5.6,4.62,3.2,446,152.6,59.86,Watch
UNIT 3A,Low Temperature Superheater,193,2023,2023-06-15,5.6,4.52,3.2,446,152.6,74.59,Watch
UNIT 3A,Low Temperature Superheater,193,2024,2024-06-15,5.6,4.06,3.2,446,152.6,87.88,Critical
UNIT 3A,Low Temperature Superheater,193,2025,2025-06-15,5.6,4.09,3.2,446,152.6,99.5,Critical
UNIT 3A,Low Temperature Superheater,194,2021,2021-06-15,5.6,5.51,3.2,453,154.2,5.92,Safe
UNIT 3A,Low Temperature Superheater,194,2022,2022-06-15,5.6,5.45,3.2,453,154.2,8.69,Safe
UNIT 3A,Low Temperature Superheater,194,2023,2023-06-15,5.6,5.44,3.2,453,154.2,11.52,Safe
UNIT 3A,Low Temperature Superheater,194,2024,2024-06-15,5.6,5.38,3.2,453,154.2,14.09,Safe
UNIT 3A,Low Temperature Superheater,194,2025,2025-06-15,5.6,5.33,3.2,453,154.2,16.97,Safe
UNIT 3A,Low Temperature Superheater,195,2021,2021-06-15,5.6,5.52,3.2,452,143.4,4.93,Safe
UNIT 3A,Low Temperature Superheater,195,2022,2022-06-15,5.6,5.49,3.2,452,143.4,6.33,Safe
UNIT 3A,Low Temperature Superheater,195,2023,2023-06-15,5.6,5.5,3.2,452,143.4,7.7,Safe
UNIT 3A,Low Temperature Superheater,195,2024,2024-06-15,5.6,5.44,3.2,452,143.4,9.08,Safe
UNIT 3A,Low Temperature Superheater,195,2025,2025-06-15,5.6,5.45,3.2,452,143.4,10.49,Safe
UNIT 3A,Low Temperature Superheater,196,2021,2021-06-15,5.6,5.17,3.2,452,151.1,25.25,Safe
UNIT 3A,Low Temperature Superheater,196,2022,2022-06-15,5.6,5.06,3.2,452,151.1,32.02,Safe
UNIT 3A,Low Temperature Superheater,196,2023,2023-06-15,5.6,4.89,3.2,452,151.1,40.34,Watch
UNIT 3A,Low Temperature Superheater,196,2024,2024-06-15,5.6,4.77,3.2,452,151.1,49.09,Watch
UNIT 3A,Low Temperature Superheater,196,2025,2025-06-15,5.6,4.77,3.2,452,151.1,56.17,Watch
UNIT 3A,Low Temperature Superheater,197,2021,2021-06-15,5.6,5.47,3.2,469,150.9,7.33,Safe
UNIT 3A,Low Temperature Superheater,197,2022,2022-06-15,5.6,5.45,3.2,469,150.9,9.08,Safe
UNIT 3A,Low Temperature Superheater,197,2023,2023-06-15,5.6,5.45,3.2,469,150.9,11.34,Safe
UNIT 3A,Low Temperature Superheater,197,2024,2024-06-15,5.6,5.38,3.2,469,150.9,13.16,Safe
UNIT 3A,Low Temperature Superheater,197,2025,2025-06-15,5.6,5.39,3.2,469,150.9,15.16,Safe
UNIT 3A,Low Temperature Superheater,198,2021,2021-06-15,5.6,5.09,3.2,465,149.9,30.53,Safe
UNIT 3A,Low Temperature Superheater,198,2022,2022-06-15,5.6,5.03,3.2,465,149.9,37.18,Safe
UNIT 3A,Low Temperature Superheater,198,2023,2023-06-15,5.6,4.83,3.2,465,149.9,44.54,Watch
UNIT 3A,Low Temperature Superheater,198,2024,2024-06-15,5.6,4.79,3.2,465,149.9,53.38,Watch
UNIT 3A,Low Temperature Superheater,198,2025,2025-06-15,5.6,4.77,3.2,465,149.9,62.27,Watch
UNIT 3A,Low Temperature Superheater,199,2021,2021-06-15,5.6,5.5,3.2,454,151.9,7.37,Safe
UNIT 3A,Low Temperature Superheater,199,2022,2022-06-15,5.6,5.46,3.2,454,151.9,8.82,Safe
UNIT 3A,Low Temperature Superheater,199,2023,2023-06-15,5.6,5.43,3.2,454,151.9,10.62,Safe
UNIT 3A,Low Temperature Superheater,199,2024,2024-06-15,5.6,5.44,3.2,454,151.9,12.28,Safe
UNIT 3A,Low Temperature Superheater,199,2025,2025-06-15,5.6,5.42,3.2,454,151.9,13.66,Safe
UNIT 3A,Low Temperature Superheater,200,2021,2021-06-15,5.6,5.19,3.2,438,148.8,27.32,Safe
UNIT 3A,Low Temperature Superheater,200,2022,2022-06-15,5.6,5.08,3.2,438,148.8,33.97,Safe
UNIT 3A,Low Temperature Superheater,200,2023,2023-06-15,5.6,4.99,3.2,438,148.8,42.35,Watch
UNIT 3A,Low Temperature Superheater,200,2024,2024-06-15,5.6,4.93,3.2,438,148.8,50.65,Watch
UNIT 3A,Low Temperature Superheater,200,2025,2025-06-15,5.6,4.54,3.2,438,148.8,59.42,Watch
UNIT 3A,Primary Superheater,1,2021,2021-06-15,5.8,5.15,3.3,479,148.1,38.62,Safe
UNIT 3A,Primary Superheater,1,2022,2022-06-15,5.8,5.1,3.3,479,148.1,49.74,Watch
UNIT 3A,Primary Superheater,1,2023,2023-06-15,5.8,4.74,3.3,479,148.1,62.65,Watch
UNIT 3A,Primary Superheater,1,2024,2024-06-15,5.8,4.43,3.3,479,148.1,76.07,Watch
UNIT 3A,Primary Superheater,1,2025,2025-06-15,5.8,4.34,3.3,479,148.1,88.75,Critical
UNIT 3A,Primary Superheater,2,2021,2021-06-15,5.8,5.66,3.3,484,146.1,7.97,Safe
UNIT 3A,Primary Superheater,2,2022,2022-06-15,5.8,5.64,3.3,484,146.1,10.86,Safe
UNIT 3A,Primary Superheater,2,2023,2023-06-15,5.8,5.58,3.3,484,146.1,13.72,Safe
UNIT 3A,Primary Superheater,2,2024,2024-06-15,5.8,5.56,3.3,484,146.1,16.42,Safe
UNIT 3A,Primary Superheater,2,2025,2025-06-15,5.8,5.47,3.3,484,146.1,19.36,Safe
UNIT 3A,Primary Superheater,3,2021,2021-06-15,5.8,5.41,3.3,468,145.6,21.2,Safe
UNIT 3A,Primary Superheater,3,2022,2022-06-15,5.8,5.3,3.3,468,145.6,29.71,Safe
UNIT 3A,Primary Superheater,3,2023,2023-06-15,5.8,5.17,3.3,468,145.6,39.42,Safe
UNIT 3A,Primary Superheater,3,2024,2024-06-15,5.8,5.09,3.3,468,145.6,49.15,Watch
UNIT 3A,Primary Superheater,3,2025,2025-06-15,5.8,4.98,3.3,468,145.6,57.52,Watch
UNIT 3A,Primary Superheater,4,2021,2021-06-15,5.8,5.71,3.3,463,144.2,5.01,Safe
UNIT 3A,Primary Superheater,4,2022,2022-06-15,5.8,5.69,3.3,463,144.2,7.23,Safe
UNIT 3A,Primary Superheater,4,2023,2023-06-15,5.8,5.64,3.3,463,144.2,9.81,Safe
UNIT 3A,Primary Superheater,4,2024,2024-06-15,5.8,5.63,3.3,463,144.2,11.97,Safe
UNIT 3A,Primary Superheater,4,2025,2025-06-15,5.8,5.55,3.3,463,144.2,14,Safe
UNIT 3A,Primary Superheater,5,2021,2021-06-15,5.8,5.72,3.3,463,149.3,4.93,Safe
UNIT 3A,Primary Superheater,5,2022,2022-06-15,5.8,5.7,3.3,463,149.3,5.94,Safe
UNIT 3A,Primary Superheater,5,2023,2023-06-15,5.8,5.69,3.3,463,149.3,7.03,Safe
UNIT 3A,Primary Superheater,5,2024,2024-06-15,5.8,5.66,3.3,463,149.3,8,Safe
UNIT 3A,Primary Superheater,5,2025,2025-06-15,5.8,5.67,3.3,463,149.3,8.93,Safe
UNIT 3A,Primary Superheater,6,2021,2021-06-15,5.8,5.42,3.3,479,141.2,27.42,Safe
UNIT 3A,Primary Superheater,6,2022,2022-06-15,5.8,5.31,3.3,479,141.2,33.88,Safe
UNIT 3A,Primary Superheater,6,2023,2023-06-15,5.8,5.06,3.3,479,141.2,41.16,Watch
UNIT 3A,Primary Superheater,6,2024,2024-06-15,5.8,5.03,3.3,479,141.2,48.23,Watch
UNIT 3A,Primary Superheater,6,2025,2025-06-15,5.8,4.95,3.3,479,141.2,55.89,Watch
UNIT 3A,Primary Superheater,7,2021,2021-06-15,5.8,5.34,3.3,475,153.3,24.66,Safe
UNIT 3A,Primary Superheater,7,2022,2022-06-15,5.8,5.34,3.3,475,153.3,33.38,Safe
UNIT 3A,Primary Superheater,7,2023,2023-06-15,5.8,5.1,3.3,475,153.3,41.84,Watch
UNIT 3A,Primary Superheater,7,2024,2024-06-15,5.8,4.9,3.3,475,153.3,48.75,Watch
UNIT 3A,Primary Superheater,7,2025,2025-06-15,5.8,4.97,3.3,475,153.3,57.27,Watch
UNIT 3A,Primary Superheater,8,2021,2021-06-15,5.8,5.39,3.3,450,142.3,21.91,Safe
UNIT 3A,Primary Superheater,8,2022,2022-06-15,5.8,5.34,3.3,450,142.3,30.41,Safe
UNIT 3A,Primary Superheater,8,2023,2023-06-15,5.8,5.09,3.3,450,142.3,39.41,Safe
UNIT 3A,Primary Superheater,8,2024,2024-06-15,5.8,4.9,3.3,450,142.3,48.78,Watch
UNIT 3A,Primary Superheater,8,2025,2025-06-15,5.8,4.82,3.3,450,142.3,58.11,Watch
UNIT 3A,Primary Superheater,9,2021,2021-06-15,5.8,5.78,3.3,471,144.3,1.35,Safe
UNIT 3A,Primary Superheater,9,2022,2022-06-15,5.8,5.76,3.3,471,144.3,2.55,Safe
UNIT 3A,Primary Superheater,9,2023,2023-06-15,5.8,5.74,3.3,471,144.3,3.64,Safe
UNIT 3A,Primary Superheater,9,2024,2024-06-15,5.8,5.73,3.3,471,144.3,4.77,Safe
UNIT 3A,Primary Superheater,9,2025,2025-06-15,5.8,5.7,3.3,471,144.3,5.7,Safe
UNIT 3A,Primary Superheater,10,2021,2021-06-15,5.8,5.47,3.3,467,150.2,20.62,Safe
UNIT 3A,Primary Superheater,10,2022,2022-06-15,5.8,5.28,3.3,467,150.2,28.33,Safe
UNIT 3A,Primary Superheater,10,2023,2023-06-15,5.8,5.25,3.3,467,150.2,36.72,Safe
UNIT 3A,Primary Superheater,10,2024,2024-06-15,5.8,5.15,3.3,467,150.2,44.93,Watch
UNIT 3A,Primary Superheater,10,2025,2025-06-15,5.8,4.9,3.3,467,150.2,52.05,Watch
UNIT 3A,Primary Superheater,11,2021,2021-06-15,5.8,4.96,3.3,464,153.9,46.37,Watch
UNIT 3A,Primary Superheater,11,2022,2022-06-15,5.8,4.84,3.3,464,153.9,56.71,Watch
UNIT 3A,Primary Superheater,11,2023,2023-06-15,5.8,4.64,3.3,464,153.9,67.28,Watch
UNIT 3A,Primary Superheater,11,2024,2024-06-15,5.8,4.73,3.3,464,153.9,77.74,Watch
UNIT 3A,Primary Superheater,11,2025,2025-06-15,5.8,4.26,3.3,464,153.9,87.37,Critical
UNIT 3A,Primary Superheater,12,2021,2021-06-15,5.8,5.08,3.3,480,151.1,45.72,Watch
UNIT 3A,Primary Superheater,12,2022,2022-06-15,5.8,4.74,3.3,480,151.1,57.77,Watch
UNIT 3A,Primary Superheater,12,2023,2023-06-15,5.8,4.68,3.3,480,151.1,71.23,Watch
UNIT 3A,Primary Superheater,12,2024,2024-06-15,5.8,4.52,3.3,480,151.1,86.17,Critical
UNIT 3A,Primary Superheater,12,2025,2025-06-15,5.8,4.38,3.3,480,151.1,99.14,Critical
UNIT 3A,Primary Superheater,13,2021,2021-06-15,5.8,5.03,3.3,489,150.3,43.19,Watch
UNIT 3A,Primary Superheater,13,2022,2022-06-15,5.8,5.01,3.3,489,150.3,56.32,Watch
UNIT 3A,Primary Superheater,13,2023,2023-06-15,5.8,4.8,3.3,489,150.3,69.08,Watch
UNIT 3A,Primary Superheater,13,2024,2024-06-15,5.8,4.53,3.3,489,150.3,81.57,Critical
UNIT 3A,Primary Superheater,13,2025,2025-06-15,5.8,4.41,3.3,489,150.3,94.1,Critical
